area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
78.0,18500.0,0,3,4,1938.0,False,50.08525945,19.89239782584007,4.128555098053426,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55.0,17909.09,4,4,3,2025.0,True,50.08525945,19.89239782584007,4.128555098053426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
62.5,15870.0,3,4,3,2025.0,True,50.08525945,19.89239782584007,4.128555098053426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56.5,17699.1,4,4,3,2025.0,True,50.08525945,19.89239782584007,4.128555098053426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
62.5,16270.0,2,4,2,2025.0,False,50.08525945,19.89239782584007,4.128555098053426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
62.5,16570.0,3,4,3,2025.0,True,50.08525945,19.89239782584007,4.128555098053426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,17000.0,1,3,1,2012.0,False,50.08525945,19.89239782584007,4.128555098053426,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,18027.78,0,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,19775.73,4,5,2,2012.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,16648.15,1,5,3,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.0,17839.29,1,5,4,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51.73,20700.0,3,5,3,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.73,19362.07,2,5,1,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.12,19200.0,0,5,2,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.13,19200.0,1,5,2,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.62,18300.0,1,5,3,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.11,17200.0,0,5,4,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.1,17400.0,2,5,4,2025.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.51,15179.97,2,5,1,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23.3,16440.0,2,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,15226.45,2,5,1,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25.33,19147.26,0,4,1,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.73,18736.48,2,5,1,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,16745.88,0,5,2,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.0,17142.86,2,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
34.92,17369.99,2,4,1,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.45,17684.86,2,4,2,2023.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.5,17726.03,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.46,17759.57,1,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.12,16579.55,0,5,2,2012.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.0,16375.0,2,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.68,17439.23,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,18527.73,0,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,18527.73,0,5,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,17437.2,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,17529.19,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,17922.0,3,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,17922.0,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,17922.19,3,4,1,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.13,19200.0,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.0,18289.47,0,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.6,19824.55,5,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.03,19100.0,0,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
37.03,19100.0,0,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,19775.73,4,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,19775.73,4,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,19793.12,4,4,2,2012.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,18553.84,3,4,1,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,18647.18,0,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,18647.18,0,5,1,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19077.18,2,5,1,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19151.17,2,4,2,2012.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19163.19,0,2,1,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19249.2,3,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19249.2,3,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,19282.18,4,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32.48,23000.0,4,5,2,2012.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.85,18883.31,4,4,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35.77,21600.0,0,5,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.58,21200.0,1,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.41,18331.48,0,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36.13,21600.0,0,5,2,2012.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.48,18453.25,1,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.88,19295.71,5,5,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.01,16267.63,0,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48.62,17085.01,4,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62.81,13421.43,0,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.95,17000.0,3,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,15887.85,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.95,17035.12,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.95,17035.12,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.95,17035.12,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.88,20005.92,5,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.5,16660.19,1,4,3,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.17,22500.0,4,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.43,16745.01,3,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.73,16775.99,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,16320.0,1,4,3,2023.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.07,17459.84,0,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.58,17472.0,1,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.79,16744.99,3,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48.62,16404.99,0,5,3,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.58,17590.81,1,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.79,16856.0,2,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58.0,15500.0,3,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.55,17505.33,3,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59.5,15210.0,2,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.73,17671.99,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51.01,18000.0,1,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,17164.49,2,4,3,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.79,17556.0,2,4,4,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.88,16121.99,4,4,2,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,17457.94,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.19,18000.0,1,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.07,18900.0,0,5,3,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.88,16410.0,3,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,17800.0,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.79,18200.0,3,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,17962.62,2,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53.5,18000.0,4,4,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
63.51,15180.0,2,4,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.11,17200.0,0,5,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.08,17220.01,1,4,4,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.88,22800.0,5,5,2,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.88,16970.0,4,5,2,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42.88,23100.0,5,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71.04,13969.99,1,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.0,19900.0,2,5,2,2008.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.08,17813.84,3,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62.1,16150.0,3,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.62,17408.12,2,5,4,2012.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.88,17540.0,4,4,2,2023.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.62,17820.13,2,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52.79,20000.0,0,3,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62.1,17300.0,1,5,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62.1,17400.0,2,5,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62.75,17500.0,3,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.11,19700.0,0,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71.47,15580.0,3,5,3,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56.08,20148.0,1,5,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71.47,16209.99,4,5,4,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57.62,20300.0,2,5,4,2024.0,False,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74.26,16239.99,3,4,4,2024.0,True,50.0352782,19.9349524,2.9598085322886987,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25.33,18662.06,0,4,1,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.42,17966.89,3,4,1,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.33,21700.0,0,3,1,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,18915.12,4,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,17715.99,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,17748.0,3,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.13,17716.0,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,19734.73,4,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,16948.18,2,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.46,17759.57,1,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,18270.0,4,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,20504.0,4,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.13,18526.07,0,4,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,17922.19,3,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,19124.99,4,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.13,19008.03,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.48,21500.0,4,5,2,2024.0,True,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.77,19775.73,4,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.84,18000.6,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.17,18805.19,3,4,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.71,17191.38,0,5,2,2024.0,False,50.08784005,19.87805496140262,5.1213910123672175,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
