area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
34.5,19710.12,0,6,2,2024.0,True,50.0750648,19.9467425,1.616068321664732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
48.5,16432.99,2,2,2,1960.0,False,50.0750648,19.9467425,1.616068321664732,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41.0,19487.8,4,8,2,2018.0,False,50.0750648,19.9467425,1.616068321664732,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47.0,18531.89,0,6,3,2024.0,True,50.0750648,19.9467425,1.616068321664732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68.0,15000.0,1,6,4,2024.0,True,50.0750648,19.9467425,1.616068321664732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68.0,15441.18,1,6,4,2024.0,True,50.0750648,19.9467425,1.616068321664732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
92.0,14130.43,1,6,4,2024.0,True,50.0750648,19.9467425,1.616068321664732,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68.51,21734.05,3,6,3,2021.0,True,50.0750648,19.9467425,1.616068321664732,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15.34,17500.0,0,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15.51,19000.0,0,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15.76,19000.0,5,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16.04,19000.0,4,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16.04,19000.0,5,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16.13,19000.0,2,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16.13,19500.0,5,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16.13,19500.0,4,5,1,2023.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
42.94,16278.53,3,3,2,2022.0,False,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52.61,14046.76,2,3,3,2012.0,False,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
48.5,16432.99,2,2,2,1960.0,True,50.081332,19.9512313,2.3830385933542377,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45.35,37265.71,6,6,2,2017.0,True,50.0592896,19.9239443,0.9955146054845584,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34.0,22000.0,2,3,1,2014.0,False,50.0692325,19.9263106,1.1354231995817865,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
114.0,16623.0,1,5,4,1937.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21.0,24857.14,2,5,1,1900.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36.0,22000.0,2,2,1,1930.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
64.41,14531.9,3,4,2,2012.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
64.41,14904.52,3,4,2,2012.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
114.0,16622.81,1,5,4,1937.0,False,50.0630262,19.9232956,1.0085550055636752,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18.17,21739.13,1,3,1,1950.0,False,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46.67,14763.23,2,4,2,1955.0,False,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49.0,17346.94,2,4,2,1955.0,False,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
67.0,16268.66,4,4,2,1999.0,False,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
100.0,22000.0,1,5,4,2012.0,True,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
131.96,23795.09,4,4,4,2012.0,True,50.0522169,19.9544966,1.6292003677117106,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47.25,17700.0,1,4,2,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18300.0,3,4,2,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18500.0,4,4,2,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80.3,18000.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.22,18500.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.22,18700.0,2,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,0,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91.86,20300.0,1,4,4,2012.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65.0,10846.0,2,10,3,1980.0,True,50.07387,20.012032,5.498303498929825,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52.84,14005.0,1,3,3,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.46,18500.0,1,7,2,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,17600.0,4,4,2,2012.0,True,50.07387,20.012032,5.498303498929825,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,17700.0,4,4,2,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,17700.0,1,4,2,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18300.0,3,4,2,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18500.0,4,4,2,2024.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18500.0,4,4,2,2012.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79.85,17200.0,0,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80.3,18000.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80.29,18702.2,4,4,4,2024.0,False,50.07387,20.012032,5.498303498929825,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.17,18388.53,0,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.17,18400.0,0,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.17,18400.0,0,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.22,18500.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.22,18500.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.22,18700.0,2,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,1,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,0,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,1,4,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88.33,20400.0,1,4,4,2012.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91.86,20300.0,1,4,4,2012.0,False,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91.86,20400.0,1,3,4,2024.0,True,50.07387,20.012032,5.498303498929825,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,17700.0,1,4,2,2012.0,True,50.0737086,20.0139143,5.6244932400099,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18500.0,4,4,2,2012.0,True,50.0737086,20.0139143,5.6244932400099,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80.0,17167.75,0,4,4,2022.0,True,50.0737086,20.0139143,5.6244932400099,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91.86,20500.0,3,4,4,2012.0,True,50.0737086,20.0139143,5.6244932400099,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.25,18500.0,4,4,2,2024.0,True,50.0737086,20.0139143,5.6244932400099,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
