,url,name/title,address,price,area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,market,form of ownership,parking space details,location,latitude,longitude,distance,district
426,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24789714.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",640000.0,36.32,17621.15,3,5,2,2019.0,True,wtórny,pełna własność,przynależne na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
427,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24815496.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",640000.0,36.39,17587.25,3,5,2,2019.0,True,wtórny,pełna własność,przynależne na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
428,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24754363.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",656000.0,41.0,16000.0,1,5,2,2025.0,True,pierwotny,pełna własność,w garażu podziemnym,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
429,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24868482.html","Apartament, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",660000.0,37.0,17837.84,2,5,2,2021.0,True,wtórny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
430,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24162686.html",Apartament,"Banacha, Górka Narodowa, Kraków, małopolskie",672812.0,44.51,15115.97,0,5,2,2023.0,True,pierwotny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
431,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24164138.html",Apartament,"Banacha, Górka Narodowa, Kraków, małopolskie",694407.0,52.25,13290.09,0,5,2,2023.0,True,pierwotny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
432,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24605989.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",699000.0,33.0,21181.82,4,5,2,2021.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
433,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24743315.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",699000.0,47.47,14725.09,4,5,2,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
434,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24743315.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",699000.0,47.47,14725.09,4,5,2,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
435,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24718376.html","Apartament, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",736000.0,46.0,16000.0,5,5,2,2017.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
436,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24904724.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",738000.0,46.48,15877.8,5,5,2,2017.0,True,wtórny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
437,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard,przy-lesie/24901214.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",739000.0,46.48,15899.31,5,5,2,2017.0,True,wtórny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
438,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24823090.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",740000.0,46.0,16086.96,5,5,2,2012.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
439,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/24690260.html",Mieszkanie,"Banacha, Górka Narodowa, Kraków, małopolskie",743680.0,46.48,16000.0,5,5,2,2017.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
440,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24714706.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",743680.0,46.48,16000.0,5,5,2,2012.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
441,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/24164140.html",Apartament,"Banacha, Górka Narodowa, Kraków, małopolskie",753949.0,59.89,12588.9,4,5,3,2023.0,True,pierwotny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
442,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/24839851.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",756000.0,42.0,18000.0,4,5,2,2023.0,True,pierwotny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
443,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24777359.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",779000.0,55.44,14051.23,5,5,2,2022.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
444,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24801817.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",789000.0,42.12,18732.19,1,5,2,2023.0,True,wtórny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
445,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24754228.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",789500.0,52.5,15038.1,1,5,3,2025.0,True,pierwotny,pełna własność,w garażu podziemnym,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
446,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,deweloperski/24799539.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",820000.0,47.0,17446.81,5,5,2,2023.0,False,pierwotny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
447,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/24718374.html","Apartament, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",850000.0,50.0,17000.0,1,5,2,2022.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
448,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/24718375.html","Apartament, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",850000.0,50.0,17000.0,1,5,2,2022.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
449,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/24781823.html",Mieszkanie,"Banacha, Górka Narodowa, Kraków, małopolskie",864000.0,64.0,13500.0,3,5,3,2022.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
450,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/24792361.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",870000.0,56.0,15535.71,1,5,3,2023.0,True,pierwotny,pełna własność,garaż wolnostojący,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
451,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24794600.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",886000.0,55.42,15987.01,1,5,3,2018.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
452,"https://krakow.nieruchomosci-online.pl/mieszkanie,m4,nad-jeziorem/24164281.html",Apartament,"Banacha, Górka Narodowa, Kraków, małopolskie",1041250.0,86.01,12106.15,2,5,4,2023.0,True,pierwotny,pełna własność,garaż,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
453,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24884080.html","Mieszkanie, ul. Banacha","Banacha, Górka Narodowa, Kraków, małopolskie",1189000.0,64.5,18434.11,0,5,3,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
454,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24731083.html","Mieszkanie, ul. Banacha","Banacha, Kraków, małopolskie",615000.0,33.0,18636.36,3,5,2,2023.0,True,wtórny,pełna własność,tak,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
455,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24909150.html","Mieszkanie, ul. Banacha","Banacha, Kraków, małopolskie",690000.0,43.0,16046.51,0,4,2,2012.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
456,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/24833006.html","Mieszkanie, ul. Banacha","Banacha, Krowodrza, Kraków, małopolskie",639000.0,38.5,16597.4,1,5,2,2024.0,False,pierwotny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384,4.917738895331436,Prądnik Biały
457,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24899673.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",549000.0,32.8,16737.8,3,5,2,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
458,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/24163153.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",589000.0,36.0,16361.11,3,5,2,2023.0,True,pierwotny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
459,"https://krakow.nieruchomosci-online.pl/mieszkanie,nad-rzeka/24720261.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",625000.0,32.84,19336.18,3,5,2,2023.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
460,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24761543.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",640000.0,33.0,19393.94,3,5,2,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
461,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24867988.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",690000.0,43.0,16046.51,0,4,2,2018.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
462,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24512056.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",696480.0,58.04,12000.0,2,5,3,2022.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
463,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24718013.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",740000.0,46.2,16017.32,5,5,2,2017.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
464,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24723852.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",750000.0,42.0,17857.14,1,5,2,2012.0,False,pierwotny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
465,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24838513.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",756000.0,42.01,17995.72,4,5,2,2023.0,True,wtórny,pełna własność,przynależne na ulicy,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
466,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/24755272.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",757728.0,57.55,13166.43,1,4,3,2022.0,False,pierwotny,pełna własność,parking publiczny / na ulicy,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
467,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/24893372.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",759000.0,49.47,15342.63,6,8,3,2024.0,True,pierwotny,pełna własność,tak,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
468,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/24743312.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",760000.0,57.0,13333.33,2,5,3,2023.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
469,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24777470.html",Mieszkanie,"Banacha, Prądnik Biały, Kraków, małopolskie",870750.0,67.5,12900.0,0,5,3,2023.0,True,pierwotny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
470,"https://krakow.nieruchomosci-online.pl/mieszkanie,przy-lesie/24728405.html","Apartament, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",899000.0,50.08,17951.28,0,5,2,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
471,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24786245.html","Apartament, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",950000.0,55.42,17141.83,1,5,3,2018.0,True,wtórny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
472,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/24550568.html",Apartament,"Banacha, Prądnik Biały, Kraków, małopolskie",1072650.0,71.51,15000.0,5,5,4,2021.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
473,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/24593521.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",1298400.0,104.0,12484.62,4,5,4,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
474,"https://krakow.nieruchomosci-online.pl/mieszkanie,m5,z-aneksem-kuchennym/24593523.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",1310000.0,104.0,12596.15,4,5,5,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
475,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24593522.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",1310000.0,104.34,12555.11,4,5,4,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
476,"https://krakow.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/24633296.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",1320000.0,104.0,12692.31,4,5,4,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
477,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24593520.html","Mieszkanie, ul. Banacha","Banacha, Prądnik Biały, Kraków, małopolskie",1320000.0,104.0,12692.31,4,5,4,2022.0,True,wtórny,pełna własność,garaż,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
478,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24809065.html",Mieszkanie,"Banacha, Prądnik Biały, Kraków, małopolskie",1355000.0,71.27,19012.21,2,5,4,2020.0,True,wtórny,pełna własność,garaż w bryle budynku,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
479,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24809064.html",Mieszkanie,"Banacha, Prądnik Biały, Kraków, małopolskie",1375000.0,71.27,19292.83,3,5,4,2020.0,True,wtórny,pełna własność,garaż w bryle budynku,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
480,"https://krakow.nieruchomosci-online.pl/mieszkanie,na-sprzedaz/24809063.html",Mieszkanie,"Banacha, Prądnik Biały, Kraków, małopolskie",1395000.0,71.27,19573.45,4,5,4,2020.0,True,wtórny,pełna własność,garaż w bryle budynku,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
481,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24745144.html",Mieszkanie,"Banacha, Prądnik Biały, Kraków, małopolskie",1713690.0,103.86,16500.0,4,5,4,2023.0,True,pierwotny,pełna własność,w garażu podziemnym,"Osiedle ""Zacisze Banacha"", Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10140385,19.960468697330523,4.698106043288,Prądnik Biały
482,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24894229.html","Mieszkanie, ul. Bandtkiego","Bandtkiego, Bronowice, Kraków, małopolskie",875520.0,45.6,19200.0,0,3,2,2008.0,True,wtórny,pełna własność,garaż wolnostojący,"Jerzego Samuela Bandtkiego, Bronowice, Kraków, województwo małopolskie, 30-129, Polska",50.0753898,19.898709,3.139157221029184,Bronowice
483,"https://krakow.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/24851335.html",Kawalerka,"Bandtkiego, Dzielnica VI Bronowice, Kraków, małopolskie",435000.0,25.0,17400.0,1,3,1,1950.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Jerzego Samuela Bandtkiego, Bronowice, Kraków, województwo małopolskie, 30-129, Polska",50.0753898,19.898709,3.139157221029184,Bronowice
484,"https://krakow.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/24765608.html","Mieszkanie, ul. Bandurskiego","Bandurskiego, Grzegórzki, Kraków, małopolskie",539000.0,43.75,12320.0,0,3,2,1934.0,True,wtórny,pełna własność,tak,"Księdza Biskupa Władysława Bandurskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-515, Polska",50.0698645,19.9604438,1.876420985274106,Grzegórzki
485,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/24630869.html","Apartament, ul. Bandurskiego","Bandurskiego, Grzegórzki, Kraków, małopolskie",870999.0,54.0,16129.61,2,4,2,1950.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Księdza Biskupa Władysława Bandurskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-515, Polska",50.0698645,19.9604438,1.876420985274106,Grzegórzki
486,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/24720980.html","Mieszkanie, ul. Bandurskiego","Bandurskiego, Grzegórzki, Kraków, małopolskie",917460.0,53.95,17005.75,2,4,2,2012.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Księdza Biskupa Władysława Bandurskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-515, Polska",50.0698645,19.9604438,1.876420985274106,Grzegórzki
487,"https://krakow.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/24065633.html","Mieszkanie, ul. Barbary","Barbary 14, Bieżanów, Kraków, małopolskie",849000.0,61.5,13804.88,1,4,3,1980.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"14, Barbary, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-853, Polska",50.0162218,20.02255551591474,7.925412464541863,Bieżanów-Prokocim
488,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/24919168.html","Mieszkanie, ul. Barbary","Barbary, Bieżanów-Prokocim, Kraków, małopolskie",659000.0,49.6,13286.29,4,4,2,2012.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Barbary, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-853, Polska",50.0172728,20.0246887,7.969770557824222,Bieżanów-Prokocim
489,"https://krakow.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/24620758.html","Mieszkanie, ul. Barska","Barska, Dębniki, Kraków, małopolskie",1390000.0,146.33,9499.08,2,3,4,1990.0,False,wtórny,pełna własność,parking publiczny / na ulicy,"Barska, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 31-051, Polska",50.0455914,19.93269,1.8380443956567276,Dębniki
