address,manipulated address,location,latitude,longitude
"Akacjowa, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Akacjowa, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Akacjowa, Ugorek, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",50.0820475,19.979335
"Ludwinowska, Dębniki, Kraków, małopolskie","Ludwinowska, Dębniki, Kraków, małopolskie","Ludwinowska, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-332, Polska",50.042745,19.9354115
"Glogera, Prądnik Biały, Kraków, małopolskie","Glogera, Prądnik Biały, Kraków, małopolskie","Zygmunta Glogera, Prądnik Biały, Kraków, województwo małopolskie, 31-226, Polska",50.1035703,19.9268562
"Plastusia, Branice, Nowa Huta, Kraków, małopolskie","Plastusia, Branice, Nowa Huta, Kraków, małopolskie","Plastusia, Branice, Nowa Huta, Kraków, województwo małopolskie, 31-985, Polska",50.0689826,20.142715
"os.europejskie, Ruczaj, Dębniki, Kraków, małopolskie","os.europejskie, Ruczaj, Dębniki, Kraków, małopolskie","Osiedle Europejskie, Profesora Michała Bobrzyńskiego, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0176789,19.8933656
"Łanowa, Dzielnica XIII Podgórze, Kraków, małopolskie","Łanowa, Dzielnica XIII Podgórze, Kraków, małopolskie","Łanowa, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-721, Polska",50.0390004,19.9970617
"Orlińskiego, Czyżyny, Kraków, małopolskie","Orlińskiego, Czyżyny, Kraków, małopolskie","Bolesława Orlińskiego, Czyżyny, Kraków, województwo małopolskie, 31-877, Polska",50.0813485,19.9989219
"Pana Tadeusza, Zabłocie, Ocean Apartments, Cisco, BBH, Zabłocie, Podgórze, Kraków, małopolskie","Pana Tadeusza, Zabłocie, Ocean Apartments, Cisco, BBH, Zabłocie, Podgórze, Kraków, małopolskie","Pana Tadeusza, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-727, Polska",50.0465418,19.9748264
"Nitscha, Wola Justowska, Kraków, małopolskie","Nitscha, Wola Justowska, Kraków, małopolskie","Kazimierza Nitscha, Wola Justowska, Zwierzyniec, Kraków, województwo małopolskie, 30-225, Polska",50.0676031,19.8620259
"os. Osiedle Wolfganga Amadeusa Mozarta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","os. Osiedle Wolfganga Amadeusa Mozarta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Osiedle Wolfganga Amadeusza Mozarta, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.09402065,19.95344558297756
"Grunwaldzka, Śródmieście, Kraków, małopolskie","Grunwaldzka, Śródmieście, Kraków, małopolskie","Grunwaldzka, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-526, Polska",50.0666444,19.9653308
"Kurczaba, Nowy Prokocim, Kraków, małopolskie","Kurczaba, Nowy Prokocim, Kraków, małopolskie","Jana Kurczaba, Nowy Prokocim, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-868, Polska",50.0137338,20.0074091
"prof. Władysława Szafera, Grzegórzki, Grzegórzki, Kraków, małopolskie","prof. Władysława Szafera, Grzegórzki, Grzegórzki, Kraków, małopolskie","Profesora Władysława Szafera, Grzegórzki, Kraków, województwo małopolskie, 31-543, Polska",50.0604555,19.964419
"Igołomska, Nowa Huta, Kraków, małopolskie","Igołomska, Nowa Huta, Kraków, małopolskie","Igołomska, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-983, Polska",50.0728146,20.1197281
"Osiedle Hutnicze, Hutnicze, Kraków, małopolskie","Osiedle Hutnicze, Hutnicze, Kraków, małopolskie","Osiedle Hutnicze, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0727517,20.0454692
"Wizjonerów, Kraków, małopolskie","Wizjonerów, Kraków, małopolskie","Wizjonerów, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-356, Polska",50.0846035,19.8861483
"Osiedle Akademickie, Czyżyny, Kraków, małopolskie","Osiedle Akademickie, Czyżyny, Kraków, małopolskie","Osiedle Akademickie, Czyżyny, Kraków, województwo małopolskie, 31-866, Polska",50.0852438,19.994655
"Bronowicka, Krowodrza, Kraków, małopolskie","Bronowicka, Krowodrza, Kraków, małopolskie","Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-124, Polska",50.0759556,19.90571
"ks. Władysława Gurgacza, Grzegórzki, Grzegórzki, Kraków, małopolskie","ks. Władysława Gurgacza, Grzegórzki, Grzegórzki, Kraków, małopolskie","Księdza Władysława Gurgacza, Grzegórzki, Kraków, województwo małopolskie, 31-537, Polska",50.0577347,19.9498574
"Bronowicka, Bronowice, Bronowice, Kraków, małopolskie","Bronowicka, Bronowice, Bronowice, Kraków, małopolskie","Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-124, Polska",50.0759556,19.90571
"Sucharskiego, Bieżanów, Kraków, małopolskie","Sucharskiego, Bieżanów, Kraków, małopolskie","Majora Henryka Sucharskiego, Gaj, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-898, Polska",50.0161451,20.0554774
"Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-344, Polska",50.098438,19.8763138
"Rydla 47, ul. Bronowicka, ul. Królewska, Piastowska, Bronowice, Bronowice, Kraków, małopolskie","Rydla 47, ul. Bronowicka, ul. Królewska, Piastowska, Bronowice, Bronowice, Kraków, małopolskie","47, Lucjana Rydla, Bronowice, Kraków, województwo małopolskie, 30-087, Polska",50.0799958,19.903663219936284
"Jana Kiepury 14, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Jana Kiepury 14, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","14, Jana Kiepury, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-864, Polska",50.00890375,20.02376141050322
"Szlak, Piasek, Stare Miasto, Kraków, małopolskie","Szlak, Piasek, Stare Miasto, Kraków, małopolskie","Szlak, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-162, Polska",50.0700599,19.9324618
"Krakusa, Podgórze, Kraków, małopolskie","Krakusa, Podgórze, Kraków, małopolskie","Krakusa, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-535, Polska",50.0446274,19.9525206
"Na Ustroniu, Dębniki, Kraków, małopolskie","Na Ustroniu, Dębniki, Kraków, małopolskie","Na Ustroniu, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 31-051, Polska",50.046101,19.9317678
"Osiedle Piastów, Nowa Huta, Kraków, małopolskie","Osiedle Piastów, Nowa Huta, Kraków, małopolskie","Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.1003776,20.02101742976312
"Kordiana, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie","Kordiana, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie","Kordiana, Osiedle ""Kurdwanów Nowy"", Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-653, Polska",50.0099957,19.9619085
"Osiedle Willowe, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Willowe, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Willowe, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0721963,20.0500073
"Orląt Lwowskich, Grzegórzki, Kraków, małopolskie","Orląt Lwowskich, Grzegórzki, Kraków, małopolskie","Orląt Lwowskich, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-518, Polska",50.0724379,19.9614359
"Reduta, Mistrzejowice, Kraków, małopolskie","Reduta, Mistrzejowice, Kraków, małopolskie","Reduta, Mistrzejowice, Kraków, województwo małopolskie, 31-479, Polska",50.0945167,19.9877141
"Cegielniana, Kraków, małopolskie","Cegielniana, Kraków, małopolskie","Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska",50.025892,19.9311205
"Nowosądecka, Podgórze, Kraków, małopolskie","Nowosądecka, Podgórze, Kraków, małopolskie","Nowosądecka, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-638, Polska",50.0154039,19.9707351
"Powstańców, Mistrzejowice, Kraków, małopolskie","Powstańców, Mistrzejowice, Kraków, małopolskie","Powstańców, Mistrzejowice, Kraków, województwo małopolskie, 31-625, Polska",50.10664,20.0120368
"Saska, Dzielnica XIII Podgórze, Kraków, małopolskie","Saska, Dzielnica XIII Podgórze, Kraków, małopolskie","Saska, Zagumnie, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-720, Polska",50.0409028,19.9833069
"Rakowicka 6, Wesoła Wschód, Grzegórzki, Kraków, małopolskie","Rakowicka 6, Wesoła Wschód, Grzegórzki, Kraków, małopolskie","Rakowicka Residence, 6, Rakowicka, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-503, Polska",50.0657064,19.9515091
"św. Filipa, Kleparz, Stare Miasto, Kraków, małopolskie","św. Filipa, Kleparz, Stare Miasto, Kraków, małopolskie","Świętego Filipa, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-149, Polska",50.0685602,19.9394755
"Cegielniana, Podgórze, Kraków, małopolskie","Cegielniana, Podgórze, Kraków, małopolskie","Cegielniana, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-405, Polska",50.0297657,19.9348577
"Piłsudskiego 19, Piasek, Stare Miasto, Kraków, małopolskie","Piłsudskiego 19, Piasek, Stare Miasto, Kraków, małopolskie","19, Marszałka Józefa Piłsudskiego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-110, Polska",50.0603806,19.9289640205476
"Os. Zielone 13, os. Teatralne, os. Zgody, os. Urocze, Centrum A, Centrum B, Centrum C, Nowa Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","Os. Zielone 13, os. Teatralne, os. Zgody, os. Urocze, Centrum A, Centrum B, Centrum C, Nowa Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","13, Osiedle Zielone, Nowa Huta, Kraków, województwo małopolskie, 31-970, Polska",50.07941325,20.045466286246203
"Szymańskiego, Branice, Kraków, małopolskie","Szymańskiego, Branice, Kraków, małopolskie","Edwarda Szymańskiego, Branice, Nowa Huta, Kraków, województwo małopolskie, 31-985, Polska",50.070546,20.1436538
"Armii Krajowej 7, Małe Błonia, Krowodrza, Kraków, małopolskie","Armii Krajowej 7, Małe Błonia, Krowodrza, Kraków, małopolskie","7, Armii Krajowej, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-133, Polska",50.0693041,19.89962299683513
"Chodkiewicza, Śródmieście, Kraków, małopolskie","Chodkiewicza, Śródmieście, Kraków, małopolskie","Jana Karola Chodkiewicza, Grzegórzki, Kraków, województwo małopolskie, 31-534, Polska",50.0562553,19.9538028
"Walerego Słwaka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Walerego Sławka, Kraków, małopolskie","Walerego Sławka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-644, Polska",50.028619,19.9586578
"Walerego Słwaka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Walerego Sławka, Kraków, małopolskie","Walerego Sławka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-644, Polska",50.0285988,19.9587652
"Walerego Słwaka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Walerego Sławka, Kraków, małopolskie","Walerego Sławka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-644, Polska",50.028619,19.9586578
"Walerego Słwaka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Walerego Sławka, Kraków, małopolskie","Walerego Sławka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-644, Polska",50.0285988,19.9587652
"Rzemieślnicza, Dzielnica XIII Podgórze, Kraków, małopolskie","Rzemieślnicza, Dzielnica XIII Podgórze, Kraków, małopolskie","Rzemieślnicza, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-415, Polska",50.0332651,19.9387815
"Aleja Solidarności, Nowa Huta, Kraków, małopolskie","Aleja Solidarności, Nowa Huta, Kraków, małopolskie","Aleja Solidarności, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-974, Polska",50.0789322,20.0656293
"os. Na Stoku, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie","os. Na Stoku, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Osiedle Na Stoku, Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0961111,20.0561111
"Kobierzyńska 165, Ruczaj, Dębniki, Kraków, małopolskie","Kobierzyńska 165, Ruczaj, Dębniki, Kraków, małopolskie","165, Kobierzyńska, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",50.0190104,19.9060225
"Pokoju 83, Aleja Pokoju, Łęg, Czyżyny, Kraków, małopolskie","Pokoju 83, Aleja Pokoju, Łęg, Czyżyny, Kraków, małopolskie","Humans Barbershop, 83, Aleja Pokoju, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-868, Polska",50.0678958,20.0089843
"Mariana Domagały 29D, Złocień, Bieżanów-Prokocim, Kraków, małopolskie","Mariana Domagały 29D, Złocień, Bieżanów-Prokocim, Kraków, małopolskie","29D, Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-798, Polska",50.0263827,20.048862462665056
"Bociana, Prądnik Czerwony, Kraków, małopolskie","Bociana, Prądnik Czerwony, Kraków, małopolskie","Bociana, Prądnik Biały, Kraków, województwo małopolskie, 31-232, Polska",50.0928723,19.9562624
"Na Błoniach, Dzielnica VI Bronowice, Kraków, małopolskie","Na Błoniach, Dzielnica VI Bronowice, Kraków, małopolskie","Na Błoniach, Błonia, Zwierzyniec, Kraków, województwo małopolskie, 30-209, Polska",50.0582361,19.9051735
"Żelazna, Śródmieście, Kraków, małopolskie","Żelazna, Śródmieście, Kraków, małopolskie","Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, województwo małopolskie, 31-404, Polska",50.0745345,19.9464297
"Architektów, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Architektów, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Architektów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-722, Polska",50.0961221,20.0630892
"gen. Leopolda Okulickiego, Bieńczyce, Bieńczyce, Kraków, małopolskie","gen. Leopolda Okulickiego, Bieńczyce, Bieńczyce, Kraków, małopolskie","Generała Leopolda Okulickiego, Osiedle Złotej Jesieni, Bieńczyce, Kraków, województwo małopolskie, 31-638, Polska",50.0932365,20.0299193
"Kurczaba, Prokocim-Bieżanów ( XII ), Kraków, małopolskie","Kurczaba, Prokocim-Bieżanów ( XII ), Kraków, małopolskie","Jana Kurczaba, Nowy Prokocim, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-868, Polska",50.0137338,20.0074091
"Mieszczańska, Dębniki, Kraków, małopolskie","Mieszczańska, Dębniki, Kraków, małopolskie","Mieszczańska, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-313, Polska",50.0463443,19.9274241
"Topografów, Dębniki, Kraków, małopolskie","Topografów, Dębniki, Kraków, małopolskie","Topografów, Dom Nad Łąkami, Olszyny, Dębniki, Kraków, województwo małopolskie, 30-399, Polska",49.9850773,19.8751118
"Ruczaj – 65, Ruczaj, Dębniki, Kraków, małopolskie","Ruczaj – 65, Ruczaj, Dębniki, Kraków, małopolskie","Ruczaj, Osiedle Ruczaj-Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",50.0261758,19.9188378
"Zachodnia, Ruczaj, Dębniki, Kraków, małopolskie","Zachodnia, Ruczaj, Dębniki, Kraków, małopolskie","Zachodnia, Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-350, Polska",50.0239313,19.9096528
"os. Wolfganga Amadeusa Mozarta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","os. Wolfganga Amadeusa Mozarta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Osiedle Wolfganga Amadeusza Mozarta, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.09402065,19.95344558297756
"Bieżanowska, Bieżanów-Prokocim, Kraków, małopolskie","Bieżanowska, Bieżanów-Prokocim, Kraków, małopolskie","Bieżanowska, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-855, Polska",50.0211271,20.0168929
"Klimeckiego 8B, Zabłocie, Kraków, małopolskie","Klimeckiego 8B, Zabłocie, Kraków, małopolskie","8B, Stanisława Klimeckiego, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-705, Polska",50.0476485,19.9734503
"Czarnogórska, Wola Duchacka, Kraków, małopolskie","Czarnogórska, Wola Duchacka, Kraków, małopolskie","Czarnogórska, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-638, Polska",50.0197183,19.9709187
"Józefińska 31, Stare Podgórze, Podgórze, Kraków, małopolskie","Józefińska 31, Stare Podgórze, Podgórze, Kraków, małopolskie","31, Józefińska, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-530, Polska",50.0455147,19.9544361
"Ślusarska, Zabłocie, Kraków, małopolskie","Ślusarska, Zabłocie, Kraków, małopolskie","Ślusarska, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-701, Polska",50.0487455,19.9618466
"os. Krakowiaków, Krakowiaków, Kraków, małopolskie","os. Krakowiaków, Krakowiaków, Kraków, małopolskie","Osiedle Krakowiaków, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0829927,20.0378038
"Librowszczyzna, Stare Miasto, Kraków, małopolskie","Librowszczyzna, Stare Miasto, Kraków, małopolskie","Librowszczyzna, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-030, Polska",50.0590586,19.945655
"Niebyła, Nowa Huta, Kraków, małopolskie","Niebyła, Nowa Huta, Kraków, małopolskie","Niebyła, Wróblowice, Swoszowice, Kraków, województwo małopolskie, 30-615, Polska",49.9878651,19.9614639
"Władysława Łokietka, Krowodrza, Kraków, małopolskie","Władysława Łokietka, Krowodrza, Kraków, małopolskie","Władysława Łokietka, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska",50.0765491,19.9304869
"Jana Buszka, Małe Błonia, Krowodrza, Kraków, małopolskie","Jana Buszka, Małe Błonia, Krowodrza, Kraków, małopolskie","Jana Buszka, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-133, Polska",50.0683981,19.897333
"Rysi Stok, Zwierzyniec, Kraków, małopolskie","Rysi Stok, Zwierzyniec, Kraków, małopolskie","Rysi Stok, Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-236, Polska",50.0694707,19.8534524
"Kobierzyn, Dębniki, Kraków, małopolskie","Kobierzyn, Dębniki, Kraków, małopolskie","Kobierzyn, Dębniki, Kraków, województwo małopolskie, Polska",50.0085013,19.8919269
"Koletek, Stare Miasto, Kraków, małopolskie","Koletek, Stare Miasto, Kraków, małopolskie","Koletek, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-069, Polska",50.052117,19.9383519
"os. Osiedle Tysiąclecia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","os. Osiedle Tysiąclecia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.0917147,20.0012344
