address,manipulated address,location,latitude,longitude
"Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie","Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie","Kozłówka, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",50.018646,19.9825244
"Biskupia, Piasek, Stare Miasto, Kraków, małopolskie","Biskupia, Piasek, Stare Miasto, Kraków, małopolskie","Biskupia, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-141, Polska",50.0674663,19.9364758
"Grębałowskiej, Grębałów, Wzgórza Krzesławickie, Kraków, małopolskie","Grębałowskiej, Grębałów, Wzgórza Krzesławickie, Kraków, małopolskie","Grębałowska, Grębałów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-764, Polska",50.0965835,20.0738385
"Osiedle Wandy, Nowa Huta, Kraków, małopolskie","Osiedle Wandy, Nowa Huta, Kraków, małopolskie","Osiedle Wandy, Nowa Huta, Kraków, województwo małopolskie, Polska",50.070316,20.0488141
"Lubomirskiego, Stare Miasto, Kraków, małopolskie","Lubomirskiego, Stare Miasto, Kraków, małopolskie","Aleksandra Lubomirskiego, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-508, Polska",50.0681073,19.9507643
"Bohomolca, Mistrzejowice, Kraków, małopolskie","Bohomolca, Mistrzejowice, Kraków, małopolskie","Franciszka Bohomolca, Mistrzejowice, Kraków, województwo małopolskie, 31-636, Polska",50.0949564,19.988337
"Olsza, Olsza, Kraków, małopolskie","Olsza, Olsza, Kraków, małopolskie","Kraków Olsza, Ptasia, Olsza II, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-431, Polska",50.078432,19.9627088
"Czerwone Maki, Kraków, małopolskie","Czerwone Maki, Kraków, małopolskie","Czerwone Maki, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0175402,19.8895223
"Szarotki, Bronowice Wielkie, Kraków, małopolskie","Szarotki, Bronowice Wielkie, Kraków, małopolskie","Szarotki, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-347, Polska",50.1003825,19.8807473
"Gutenberga, Ruczaj, Kraków, małopolskie","Gutenberga, Ruczaj, Kraków, małopolskie","Jana Gutenberga, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-348, Polska",50.0246833,19.9031077
"Jana, Wysokie, Kraków, małopolskie","Jana, Wysokie, Kraków, małopolskie","Małopolskie Centrum Szkoleniowe ADR ""Krakus"", Jana Sobieskiego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-136, Polska",50.0681621,19.9310571
"Wolica, Nowa Huta, Kraków, małopolskie","Wolica, Nowa Huta, Kraków, małopolskie","Wolica, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0559188,20.2022957
"os. Zielone, os. Teatralne, os. Zgody, os. Urocze, Centrum A, Centrum B, Centrum C, Nowa Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Zielone, os. Teatralne, os. Zgody, os. Urocze, Centrum A, Centrum B, Centrum C, Nowa Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Zielone, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0795971,20.0426044
"Jana Kantego Przyzby, Ruczaj, Dębniki, Kraków, małopolskie","Jana Kantego Przyzby, Ruczaj, Dębniki, Kraków, małopolskie","Jana Kantego Przyzby, Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-385, Polska",50.0213337,19.9124548
"Lipska - okolice, Płaszów, Podgórze, Kraków, małopolskie","Lipska - okolice, Płaszów, Podgórze, Kraków, małopolskie","Lipska, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-725, Polska",50.0405669,19.99269
"Jurajska, Tonie, Prądnik Biały, Kraków, małopolskie","Jurajska, Tonie, Prądnik Biały, Kraków, małopolskie","Jurajska, Zadworze, Tonie, Prądnik Biały, Kraków, województwo małopolskie, 31-270, Polska",50.1195616,19.9012143
"Przewóz, Płaszów, Podgórze, Kraków, małopolskie","Przewóz, Płaszów, Podgórze, Kraków, małopolskie","Przewóz, Zagumnie, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska",50.0436893,19.9876361
"Oboźna, ok. Wrocławska, Krowodrza, Krowodrza, Kraków, małopolskie","Oboźna, ok. Wrocławska, Krowodrza, Krowodrza, Kraków, małopolskie","Oboźna, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-010, Polska",50.0797998,19.9287252
"Jesionowa, Wola Justowska, Kraków, małopolskie","Jesionowa, Wola Justowska, Kraków, małopolskie","Jesionowa, Wola Justowska, Zwierzyniec, Kraków, województwo małopolskie, 30-221, Polska",50.0696612,19.8758605
"Dworcowa, Płaszów, Kraków, małopolskie","Dworcowa, Płaszów, Kraków, małopolskie","Dworcowa, Kabel, Podgórze, Kraków, województwo małopolskie, 30-559, Polska",50.0343316,19.973753
"pl. Na Groblach, Nowy Świat, Stare Miasto, Kraków, małopolskie","pl. Na Groblach, Nowy Świat, Stare Miasto, Kraków, małopolskie","Plac Na Groblach, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-101, Polska",50.0568727,19.9333315
"Radzikowskiego, Bronowice Małe, Kraków, małopolskie","Radzikowskiego, Bronowice Małe, Kraków, małopolskie","Walerego Eljasza-Radzikowskiego, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-342, Polska",50.0885304,19.8876698
"Szeroka, Stare Miasto, Kraków, małopolskie","Szeroka, Stare Miasto, Kraków, małopolskie","Szeroka, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-053, Polska",50.0532716,19.9470672
"Pińczowska, Mistrzejowice, Kraków, małopolskie","Pińczowska, Mistrzejowice, Kraków, małopolskie","Pińczowska, Mistrzejowice, Kraków, województwo małopolskie, 31-615, Polska",50.096174,19.9998272
"Jabłonowskich, Piasek, Stare Miasto, Kraków, małopolskie","Jabłonowskich, Piasek, Stare Miasto, Kraków, małopolskie","Jabłonowskich, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-114, Polska",50.0611239,19.9315149
"Stare Wiślisko, Mogiła, Kraków, małopolskie","Stare Wiślisko, Mogiła, Kraków, małopolskie","Stare Wiślisko, Mogiła, Nowa Huta, Kraków, województwo małopolskie, 31-979, Polska",50.058837,20.0543606
"Osiedle Kombatantów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Kombatantów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Kombatantów, Mistrzejowice, Kraków, województwo małopolskie, 31-630, Polska",50.0925382,20.008974688139368
"Przybyszewskiego, Bronowice, Kraków, małopolskie","Przybyszewskiego, Bronowice, Kraków, małopolskie","Stanisława Przybyszewskiego, Bronowice, Kraków, województwo małopolskie, 30-133, Polska",50.0716392,19.8953814
"Tyniecka, Podgórze, Kraków, małopolskie","Tyniecka, Podgórze, Kraków, małopolskie","Tyniecka, Kostrze, Dębniki, Kraków, województwo małopolskie, 30-381, Polska",50.0279792,19.8484971
"Dauna, Podgórze, Kraków, małopolskie","Dauna, Podgórze, Kraków, małopolskie","Alfreda Dauna, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-566, Polska",50.0259571,19.9723661
"Kazimierza Siemianowicza, Płaszów, Podgórze, Kraków, małopolskie","Siemienowicza, Kraków, małopolskie","Bagry - ul. Lipska/Siemienowicza, Płaszów, Podgórze, Kraków, województwo małopolskie, Polska",50.0380141,19.995589989646206
"Kazimierza Siemianowicza, Płaszów, Podgórze, Kraków, małopolskie","Siemienowicza, Kraków, małopolskie","Bagry - ul. Lipska/Siemienowicza, Płaszów, Podgórze, Kraków, województwo małopolskie, Polska",50.0380141,19.99558998964621
"Kazimierza Siemianowicza, Płaszów, Podgórze, Kraków, małopolskie","Siemienowicza, Kraków, małopolskie","Bagry - ul. Lipska/Siemienowicza, Płaszów, Podgórze, Kraków, województwo małopolskie, Polska",50.0380141,19.995589989646206
"Kazimierza Siemianowicza, Płaszów, Podgórze, Kraków, małopolskie","Siemienowicza, Kraków, małopolskie","Bagry - ul. Lipska/Siemienowicza, Płaszów, Podgórze, Kraków, województwo małopolskie, Polska",50.0380141,19.99558998964621
"Kalwaryjska, Mateczny, Kraków, małopolskie","Kalwaryjska, Mateczny, Kraków, małopolskie","Kalwaryjska, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-509, Polska",50.0438264,19.947108
"Radzikowskiego Krk, Azory, Azory, Prądnik Biały, Kraków, małopolskie","Radzikowskiego Krk, Azory, Azory, Prądnik Biały, Kraków, małopolskie","Walerego Eljasza-Radzikowskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-307, Polska",50.0823872,19.9154562
"Niebyła, Krzesławice, Kraków, małopolskie","Niebyła, Krzesławice, Kraków, małopolskie","Niebyła, Wróblowice, Swoszowice, Kraków, województwo małopolskie, 30-615, Polska",49.9878651,19.9614639
"Jana Lechonia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Jana Lechonia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Jana Lechonia, Prądnik Biały, Kraków, województwo małopolskie, 31-221, Polska",50.0970944,19.9399291
"Piłsudskiego, Kraków, małopolskie","Piłsudskiego, Kraków, małopolskie","Stadion Cracovii im. Józefa Piłsudskiego, 1, Józefa Kałuży, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-111, Polska",50.05785555,19.92052540968549
"Sąsiedzka, Dębniki, Kraków, małopolskie","Sąsiedzka, Dębniki, Kraków, małopolskie","Sąsiedzka, Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-385, Polska",50.0238154,19.9147415
"Kwartowa, Prądnik Czerwony, Kraków, małopolskie","Kwartowa, Prądnik Czerwony, Kraków, małopolskie","Kwartowa, Prądnik Czerwony, Kraków, województwo małopolskie, 31-480, Polska",50.0937064,19.9820514
"Na Zakolu Wisły, Dąbie, Kraków, małopolskie","Na Zakolu Wisły, Dąbie, Kraków, małopolskie","Na zakolu wisły, Podgórze, Kraków, województwo małopolskie, Polska",50.05356775,19.98429598154049
"Księcia Józefa, Salwator, Kraków, małopolskie","Księcia Józefa, Salwator, Kraków, małopolskie","Księcia Józefa, Salwator, Zwierzyniec, Kraków, województwo małopolskie, 30-206, Polska",50.0491385,19.9038317
"pl. Juliusza Kossaka 5, Nowy Świat, Stare Miasto, Kraków, małopolskie","pl. Juliusza Kossaka 5, Nowy Świat, Stare Miasto, Kraków, małopolskie","5, Plac Juliusza Kossaka, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-106, Polska",50.0568196,19.92802
"Zakrzowiecka 57, Pychowice, Dębniki, Kraków, małopolskie","Zakrzowiecka 57, Pychowice, Dębniki, Kraków, małopolskie","57b, Zakrzowiecka, Pychowice, Dębniki, Kraków, województwo małopolskie, 30-387, Polska",50.0304819,19.8972046
"Kraszewskiego, Salwator, Kraków, małopolskie","Kraszewskiego, Salwator, Kraków, małopolskie","Józefa Ignacego Kraszewskiego, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-109, Polska",50.0558773,19.9190019
"Pawlickiego – 62, Zakrzówek, Dębniki, Kraków, małopolskie","Pawlickiego – 62, Zakrzówek, Dębniki, Kraków, małopolskie","Księdza Stefana Pawlickiego, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-346, Polska",50.0440188,19.9190989
"Lasówka 30C, Płaszowska, Lipska, Myśliwska, Koszykarska, Saska, Kuklińskiego, Ofiar Dąbia, Płaszów, Podgórze, Kraków, małopolskie","Lasówka 30C, Płaszowska, Lipska, Myśliwska, Koszykarska, Saska, Kuklińskiego, Ofiar Dąbia, Płaszów, Podgórze, Kraków, małopolskie","30C, Lasówka, Ogrody Płaszów, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-718, Polska",50.0489422,19.996202360264203
"Nuszkiewicza - Bezpośrednio, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Nuszkiewicza - Bezpośrednio, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Majora Ryszarda Nuszkiewicza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-423, Polska",50.0900018,19.9633695
"Radziwiłłowska, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Radziwiłłowska, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Radziwiłłowska, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-025, Polska",50.0629296,19.9469135
"św. Tomasza, Stare Miasto, Stare Miasto, Kraków, małopolskie","św. Tomasza, Stare Miasto, Stare Miasto, Kraków, małopolskie","Świętego Tomasza, Stare Miasto, Kraków, województwo małopolskie, 31-027, Polska",50.0620827,19.9423896
"al. płk. Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie","al. płk. Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie","Aleja Pułkownika Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-514, Polska",50.0714132,19.9588409
"Bronisława Włodarczyka, Czyżyny, Czyżyny, Kraków, małopolskie","Bronisława Włodarczyka, Czyżyny, Czyżyny, Kraków, małopolskie","Bronisława Włodarczyka, Czyżyny, Kraków, województwo małopolskie, 31-872, Polska",50.0833253,19.9998585
"Kotlarska - okolice, Grzegórzki, Grzegórzki, Kraków, małopolskie","Kotlarska - okolice, Grzegórzki, Grzegórzki, Kraków, małopolskie","Kotlarska, Grzegórzki, Kraków, województwo małopolskie, 31-540, Polska",50.0541382,19.9597688
"Fabryczna 5, Grzegórzki, Kraków, małopolskie","Fabryczna 5, Grzegórzki, Kraków, małopolskie","5, Fabryczna, Grzegórzki, Kraków, województwo małopolskie, 31-553, Polska",50.0618025,19.9708901
"Bobrzyńskiego, Europejskie, Kraków, małopolskie","Bobrzyńskiego, Europejskie, Kraków, małopolskie","Kraków ul. Bobrzyńskiego 43B, Lubostroń, Osiedle Szuwarowa, Osiedle Europejskie, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.01579115,19.89123893949737
"Aleja Róż, Nowa Huta, Kraków, małopolskie","Aleja Róż, Nowa Huta, Kraków, małopolskie","Aleja Róż, Nowa Huta, Kraków, województwo małopolskie, 31-958, Polska",50.0784388,20.0393877
"Wojciecha Weissa, Azory, Prądnik Biały, Kraków, małopolskie","Wojciecha Weissa, Azory, Prądnik Biały, Kraków, małopolskie","Wojciecha Weissa, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-339, Polska",50.0862506,19.9092423
"Zarzecze, Bronowice, Bronowice, Kraków, małopolskie","Zarzecze, Bronowice, Bronowice, Kraków, małopolskie","Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-133, Polska",50.073515,19.8963833
"Kobierzyńska, Zakrzówek, Dębniki, Kraków, małopolskie","Kobierzyńska, Zakrzówek, Dębniki, Kraków, małopolskie","Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-364, Polska",50.0330252,19.9218406
"prof. Adama Bochnaka 8, Wróblowice, Swoszowice, Kraków, małopolskie","prof. Adama Bochnaka 8, Wróblowice, Swoszowice, Kraków, małopolskie","8, Profesora Adama Bochnaka, Zalesie, Wróblowice, Swoszowice, Kraków, województwo małopolskie, 30-698, Polska",49.9844026,19.9462024
"Pawlikowskiego, Stare Miasto, Kraków, małopolskie","Pawlikowskiego, Stare Miasto, Kraków, małopolskie","Tadeusza Pawlikowskiego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-127, Polska",50.0678098,19.9268383
"Bulwarowa, Zalew Nowohucki, Bieńczyce, Kraków, małopolskie","Bulwarowa, Zalew Nowohucki, Bieńczyce, Kraków, małopolskie","Bulwarowa, Nowa Huta, Kraków, województwo małopolskie, 31-965, Polska",50.0822055,20.0446792
"Lentza, Prądnik Biały, Kraków, małopolskie","Lentza, Prądnik Biały, Kraków, małopolskie","Stanisława Lentza, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-339, Polska",50.0842806,19.9090588
"Twardowskiego, Podwawelskie, Kraków, małopolskie","Twardowskiego, Podwawelskie, Kraków, małopolskie","Twardowskiego, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-314, Polska",50.0436871,19.9225847
"Dębowa| 5, Przewóz, Podgórze, Kraków, małopolskie","Dębowa| 5, Przewóz, Podgórze, Kraków, małopolskie","5, Dębowa, Zastów, gmina Kocmyrzów-Luborzyca, powiat krakowski, województwo małopolskie, 32-010, Polska",50.1237846,20.055381256491422
"Szpitalna, Kraków, małopolskie","Szpitalna, Kraków, małopolskie","Szpitalna, Stare Miasto, Kraków, województwo małopolskie, 31-024, Polska",50.0637116,19.9419159
"Eljasza Walerego Radzikowskiego 59, Azory, Prądnik Biały, Kraków, małopolskie","Eljasza Walerego Radzikowskiego 59, Azory, Prądnik Biały, Kraków, małopolskie","Ziętek Clinic, 59, Walerego Eljasza-Radzikowskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-321, Polska",50.0848017,19.8982835
"os. Kościuszkowskie, Nowa Huta, Kraków, małopolskie","os. Kościuszkowskie, Nowa Huta, Kraków, małopolskie","Osiedle Kościuszkowskie, Bieńczyce, Kraków, województwo małopolskie, Polska",50.0828417,20.0139522
"Spokojna, Nowa Wieś, Krowodrza, Kraków, małopolskie","Spokojna, Nowa Wieś, Krowodrza, Kraków, małopolskie","Spokojna, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-054, Polska",50.0690013,19.9173355
"Banacha, Krowodrza, Kraków, małopolskie","Banacha, Krowodrza, Kraków, małopolskie","Osiedle ""Banacha II"", Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.10319875,19.96177495391384
"Skarżyńskiego, Nowa Huta, Kraków, małopolskie","Skarżyńskiego, Nowa Huta, Kraków, małopolskie","Skarżyńskiego, Stanisława Skarżyńskiego, Czyżyny, Kraków, województwo małopolskie, 31-866, Polska",50.0839729,19.9965092
"Aleja płk. Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie","Aleja płk. Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie","Aleja Pułkownika Władysława Beliny-Prażmowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-514, Polska",50.0714132,19.9588409
"Bobrzyńskiego, Dębniki, Kraków, małopolskie","Bobrzyńskiego, Dębniki, Kraków, małopolskie","Profesora Michała Bobrzyńskiego, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0177701,19.8903849
"Heltmana, Podgórze Duchackie, Kraków, małopolskie","Heltmana, Podgórze Duchackie, Kraków, małopolskie","Wiktora Heltmana, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-625, Polska",50.0254303,19.9701109
"Piltza, Europejskie, Kraków, małopolskie","Piltza, Europejskie, Kraków, małopolskie","Doktora Jana Piltza, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0128839,19.8904435
"Królewska, Nowa Wieś, Krowodrza, Kraków, małopolskie","Królewska, Nowa Wieś, Krowodrza, Kraków, małopolskie","Królewska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-081, Polska",50.0720834,19.9188703
"Dietla, Kazimierz, Kraków, małopolskie","Dietla, Kazimierz, Kraków, małopolskie","Józefa Dietla, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-031, Polska",50.0573708,19.9464588
"Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska",50.1020539,19.9583485
"Solvaya, Podgórze, Kraków, małopolskie","Solvaya, Podgórze, Kraków, małopolskie","Ernesta Solvaya, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska",50.0141253,19.9116839
"Wielicka, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Wielicka, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Wielicka, Szutry, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-804, Polska",50.0240909,19.9794646
"Józefa Sarego, Stradom, Stare Miasto, Kraków, małopolskie","Józefa Sarego, Stradom, Stare Miasto, Kraków, małopolskie","Józefa Sarego, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-047, Polska",50.0567673,19.9425266
"Na Zakolu Wisły, Podgórze, Kraków, małopolskie","Na Zakolu Wisły, Podgórze, Kraków, małopolskie","Na zakolu wisły, Podgórze, Kraków, województwo małopolskie, Polska",50.05356775,19.98429598154049
"Stojałowskiego, Kraków, małopolskie","Stojałowskiego, Kraków, małopolskie","Stanisława Stojałowskiego, Osiedle ""Kurdwanów Nowy"", Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-613, Polska",50.0057555,19.947606
"Petrażyckiego, Opatkowice, Kraków, małopolskie","Petrażyckiego, Opatkowice, Kraków, małopolskie","Leona Petrażyckiego, Dąbrowy, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-444, Polska",49.9843462,19.8969298
"Senatorska, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Senatorska, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Senatorska, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-106, Polska",50.0542036,19.9187398
"prof. Wojciecha Marii Bartla, Kliny, Swoszowice, Kraków, małopolskie","prof. Wojciecha Marii Bartla, Kliny, Swoszowice, Kraków, małopolskie","Profesora Wojciecha Marii Bartla, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.9988754,19.8965918
"Niska, Krowodrza, Kraków, małopolskie","Niska, Krowodrza, Kraków, małopolskie","Niska, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-306, Polska",50.083067,19.9149905
"Altanowa, Bronowice, Bronowice, Kraków, małopolskie","Altanowa, Bronowice, Bronowice, Kraków, małopolskie","Altanowa, Bronowice, Kraków, województwo małopolskie, 30-124, Polska",50.0738811,19.9029228
"Kapelanka - 2, Ludwinów, Dębniki, Kraków, małopolskie","Kapelanka - 2, Ludwinów, Dębniki, Kraków, małopolskie","Kapelanka, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-347, Polska",50.0351831,19.9258132
"Blich, Grzegórzki, Kraków, małopolskie","Blich, Grzegórzki, Kraków, małopolskie","Blich, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-502, Polska",50.0588711,19.9481773
"Macieja Miechowity, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Macieja Miechowity, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Macieja Miechowity, Olsza II, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-471, Polska",50.0831615,19.9655351
"Zakarczmie, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie","Zakarczmie, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie","Zakarczmie, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",49.982827,19.9094037
"Wyciąże, Nowa Huta, Kraków, małopolskie","Wyciąże, Nowa Huta, Kraków, małopolskie","Wyciąże, Nowa Huta, Kraków, województwo małopolskie, 31-998, Polska",50.0697629,20.1645182
"Dębskiego, Swoszowice, Kraków, małopolskie","Dębskiego, Swoszowice, Kraków, małopolskie","Macieja Dębskiego, Gaik, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",49.9885772,19.9066078
"okolice ul. Zdrowej/ Prądnickiej, Żabiniec, Prądnik Biały, Kraków, małopolskie","okolice ul. Zdrowej/ Prądnickiej, Żabiniec, Prądnik Biały, Kraków, małopolskie","Zdrowa, Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska",50.0879753,19.9455547
"dr. Jana Piltza, Ruczaj, Dębniki, Kraków, małopolskie","dr. Jana Piltza, Ruczaj, Dębniki, Kraków, małopolskie","Doktora Jana Piltza, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0128839,19.8904435
"Smoleńsk, Nowy Świat, Stare Miasto, Kraków, małopolskie","Smoleńsk, Nowy Świat, Stare Miasto, Kraków, małopolskie","Smoleńsk, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-108, Polska",50.0585854,19.9281888
"Seweryna, Podgórze, Kraków, małopolskie","Seweryna, Podgórze, Kraków, małopolskie","Seweryna Goszczyńskiego, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-724, Polska",50.0377005,19.9910359
"Na Ustroniu, Ludwinów, Kraków, małopolskie","Na Ustroniu, Ludwinów, Kraków, małopolskie","Na Ustroniu, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 31-051, Polska",50.046101,19.9317678
"Żwirowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Żwirowa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Żwirowa, Prądnik Biały, Kraków, województwo małopolskie, 31-226, Polska",50.0989716,19.9275137
"Stef. Otwinowskiego, Olsza, Prądnik Czerwony, Kraków, małopolskie","Stef. Otwinowskiego, Olsza, Prądnik Czerwony, Kraków, małopolskie","Stefana Otwinowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-431, Polska",50.07822,19.9611863
"Lindego, Bronowice, Kraków, małopolskie","Lindego, Bronowice, Kraków, małopolskie","Lindego Concept, Bronowice, Kraków, województwo małopolskie, Polska",50.0784333,19.87911725458617
"Solskiego, Prądnik Biały, Kraków, małopolskie","Solskiego, Prądnik Biały, Kraków, małopolskie","Ludwika Solskiego, Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska",50.08509,19.945825
"Czarnogórska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Czarnogórska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Czarnogórska, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-638, Polska",50.0197183,19.9709187
"Balicka, Bronowice, Bronowice, Kraków, małopolskie","Balicka, Bronowice, Bronowice, Kraków, małopolskie","Balicka, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",50.081372,19.858348
"Borowinowa, Swoszowice, Swoszowice, Kraków, małopolskie","Borowinowa, Swoszowice, Swoszowice, Kraków, małopolskie","Borowinowa, Bania, Swoszowice, Kraków, województwo małopolskie, 30-610, Polska",49.9964388,19.9357286
"Królewska, Łobzów, Kraków, małopolskie","Królewska, Łobzów, Kraków, małopolskie","Królewska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-080, Polska",50.0739807,19.9113537
"Bosackiej 16, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Bosackiej 16, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","16, Bosacka, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-505, Polska",50.0670077,19.9495764
"Józefa Chełmońskiego, Bronowice Małe, Bronowice, Kraków, małopolskie","Józefa Chełmońskiego, Bronowice Małe, Bronowice, Kraków, małopolskie","Józefa Chełmońskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-306, Polska",50.0853627,19.9166436
